Gene Symbol,WT_exp1,WT_exp2,WT_exp3,L166P_exp1,L166P_exp2,L166P_exp3,L166P_exp4,L166P_exp5,L166P_exp6
SPECC1L,9.226477047,10.93069278,7.07857181,8.883453524,10.79353047,10.43917482,9.09397102,8.869364927,14.68476361
SPEG,3.414015595,3.491084391,3.46619993,17.21563047,17.06898613,9.865901829,12.38629401,17.25687128,5.835016352
SPEN,8.441383821,8.117940498,7.98229087,13.211418,14.66497173,9.84608414,10.13810255,11.82042837,5.77738002
SPG11,10.32442566,12.18221929,14.31315762,4.895844665,5.691318773,8.762851532,9.497892439,12.71717022,11.6151198
SPG21,11.25068836,12.53626555,13.6189666,7.453264616,6.737657427,9.204233927,9.478008746,9.133809571,10.5871052
SPG7,8.681735724,10.26140388,13.1199887,8.556555573,7.558666631,9.492483122,10.40230377,6.594664974,15.33219763
SPHK1,21.35636888,22.82603714,23.25548293,1.519926327,2.065669889,5.336572485,3.992235441,4.769791961,4.877914954
SPHK2,7.587844066,7.05999146,5.545245194,15.68581837,11.50318313,8.360372035,9.225892267,12.33788796,12.69376551
SPICE1,9.891703548,9.78027561,13.26758664,11.2583239,9.025919532,8.051931216,8.892030142,11.35094771,8.481281701
SPIN1,14.99062923,13.60854256,11.01989465,11.38950316,9.34187902,8.500743494,7.696120015,9.014631739,4.43805614
SPIN2A,5.3160537,6.002611781,2.598144167,25.96427917,23.71930845,7.766692283,6.534765592,8.544629254,3.553515595
SPINDOC,6.913351171,6.80288302,5.115366,23.24924792,17.16641943,9.42726398,7.17846433,11.5300817,2.616922449
SPIRE1,5.811960691,6.009605687,4.461254622,14.5069805,12.44454154,12.47863511,13.52873091,14.49852251,6.259768426
SPNS1,8.850511583,9.65355889,9.25542322,13.89634416,11.26329185,9.411096237,9.991758192,10.75929365,6.918722214
SPOUT1,7.301678734,9.540375861,18.00837163,3.180843581,3.128394993,12.10617851,8.69089184,8.383183768,19.66008109
SPPL2A,7.665009195,8.370202956,42.14633988,2.881332418,2.362112683,3.824452157,4.141729731,3.739699413,14.86912156
SPPL2B,8.799287381,8.608538317,7.208673901,17.93182833,14.11737628,7.038963872,7.746779705,11.54756295,7.000989264
SPR,6.780281613,5.783477045,5.758855496,9.309478253,10.1606218,7.790370924,9.110659681,8.590347829,26.71590736
SPRED1,7.834924991,10.19132249,11.66232144,12.29390511,13.78053807,7.92621842,8.689255353,8.736735908,8.884778214
SPRED2,8.492930142,9.725719166,8.350606903,14.98650828,13.80062628,7.314750173,7.695935726,9.276660466,10.35626286
SPRY2,3.100276526,4.330908889,4.232978454,13.50933816,11.16024854,14.88418595,13.91849088,16.05514629,8.808426313
SPRY4,2.989666076,2.862932292,2.498862421,30.58046836,21.19310795,6.063873659,9.149718315,8.748064202,5.913306721
SPRYD3,12.16053468,3.612675645,1.989057871,7.622705642,7.249303634,19.4481167,19.6090003,9.688453461,8.620152064
SPRYD4,12.05326057,14.59396854,16.57026674,3.762461208,4.539136835,4.451694836,6.328463452,5.866425747,21.83432207
SPRYD7,9.575294288,12.38478966,12.65802073,6.008354178,5.613286654,8.063646046,8.83822378,8.011084895,18.84729977
SPTAN1,8.137703392,7.715716236,13.8857706,10.48196736,11.05580749,8.575125455,8.439295704,9.944298443,11.76431531
SPTBN1,7.93968221,7.209968004,9.831888517,11.82290786,11.51348845,10.80491367,10.51396148,10.5147864,9.848403404
SPTBN2,5.240911633,5.166861011,5.63653721,16.89532485,9.62719107,11.46508203,12.97075683,13.19676124,9.800574124
SPTBN4,11.12764005,10.67773755,10.27730272,7.430771768,8.252034386,11.86763871,10.39026056,7.240005745,12.73660851
SPTLC1,11.25058118,11.55807482,17.23891217,8.79026645,7.734625825,7.137132391,6.748014494,7.678693915,11.86369876
SPTLC2,8.629108423,9.409622828,15.04026722,10.53308241,7.713773612,8.708114651,9.295191009,10.95837962,9.712460222
SPTLC3,15.35961073,16.49431618,11.37068079,10.08365923,6.254433072,4.951704481,6.118962193,11.60547445,7.761158873
SPTY2D1,4.719537029,4.579334211,3.101913182,16.58626812,17.83307555,11.10828656,11.48575516,15.61185124,4.973978954
SQLE,9.458390811,12.39547199,15.32423511,5.802566152,5.190438527,8.803041217,9.3658622,9.092868442,14.56712555
SQOR,4.284277237,4.627968324,5.56467157,9.947504508,8.984522689,11.02546606,12.78913332,11.25645305,21.52000324
SQSTM1,7.738214014,8.460953828,7.079819187,7.906937676,9.29717111,11.04052725,11.63471951,6.56181103,20.27984639
SRA1,7.207775041,7.103834618,6.124673191,12.6072863,10.79576552,9.905768431,11.26141428,14.30028309,10.69319953
SRBD1,15.72304695,16.67778555,15.37046442,9.000865537,7.883117466,7.674154256,6.106526124,6.334916357,5.229123341
SRC,11.78402871,12.28902902,15.68618426,6.027027176,5.505166402,7.015993223,8.22561472,8.167706417,15.29925006
SRCAP,12.61665457,12.80140217,12.35119294,8.27725122,8.354472235,8.846723617,8.758103701,8.637790753,9.35640879
SREK1,19.02725586,20.98874029,35.21496726,0.827637052,0.904463214,3.047752508,3.033030154,3.482421998,3.473731667
SRFBP1,13.30370417,13.07688249,10.4580172,5.851840973,10.15202109,11.05044547,7.522004496,5.879889686,12.70519443
SRGAP1,13.08826286,13.41911881,12.0072424,9.876050254,9.823090713,6.817970639,8.456692241,7.797132345,8.714439735
SRGAP2,18.48906996,16.85969365,17.9248228,4.346637321,5.805213519,7.284349098,7.34516589,6.693379303,5.251668463
SRI,11.57873727,11.05474573,14.70657692,7.649593108,7.30844134,10.24222982,9.291042501,7.065565467,11.10306785
SRM,10.19190193,12.0493499,15.27344096,8.069149438,5.72779727,6.572350351,8.114568454,8.8225433,15.1788984
SRP14,15.06664307,10.44971079,10.99018155,5.71043252,13.50856819,11.23565338,6.97533308,4.526133953,11.53734347
SRP19,9.766542497,9.341408359,10.76008259,6.256344794,9.481834177,11.34921516,13.33601154,7.465119656,12.24344122
SRP54,13.75775541,14.866009,14.23823791,6.128431903,7.421761894,8.606764711,6.738124669,6.096937474,12.14597703
SRP68,12.41805574,12.8559066,12.98708254,9.031052136,8.384985264,7.736320917,7.589028823,8.001727839,10.99584014
SRP72,16.60041226,17.61210914,18.59807159,3.01305615,4.285519033,5.882904329,4.602367238,4.95672817,14.44883209
SRP9,12.65062448,13.66963909,12.18044662,10.48412574,8.09430215,8.6628696,7.894089629,9.250037997,7.113864695
SRPK1,14.13011872,15.89093201,31.73423332,3.316748122,2.450764857,3.707684586,5.176434828,6.25980092,7.333282632
SRPK2,9.40889252,10.78882614,16.84110623,8.454993717,9.221672528,8.917799949,10.3389487,10.74270921,5.28505101
SRPRA,12.97710953,12.68635892,16.90366952,8.146477721,7.272032733,7.006104776,6.386974499,6.794157526,11.82711477
SRPRB,5.837993279,6.203657524,12.83394345,9.851144499,9.926738067,13.87259551,13.40147688,12.63924942,5.433201378
SRR,11.325524,13.31125217,14.7417374,6.897199437,7.389589901,10.25956066,10.07530672,8.695644339,7.304185375
SRRD,8.863850002,8.684408073,15.14342026,11.39953889,9.148748483,5.667524903,5.254425338,8.961566494,16.87651755
SRRM1,16.82374951,15.57171221,14.96919995,5.927682634,4.985746036,4.077017169,5.424438544,5.631997417,16.58845653
SRRM2,7.805738356,7.927538817,6.270577112,13.85510899,18.06462702,7.533030683,10.93450113,11.12120485,6.487673046
SRRT,13.11132175,12.53909067,9.123770942,10.97787792,13.59591727,10.20594872,7.618071543,7.17303771,5.654963476
SRSF1,15.90045132,19.82855677,7.14886158,7.078361279,7.23934998,11.09927677,7.928172002,7.741661899,6.035308404
SRSF10,8.544629795,8.205483529,5.399330789,14.3520778,11.85510035,12.07850238,11.19577331,13.01586475,5.35323729
SRSF11,18.60774734,20.8578579,26.29166633,2.053853698,3.060961251,5.901906589,4.577848772,3.436109576,5.212048546
SRSF12,9.536433635,11.35479986,4.190907606,14.36740726,11.39201292,15.54827535,9.059591438,8.54135692,6.009215018
SRSF2,9.869833288,9.668633764,8.581571471,17.01790295,16.40222557,8.994490373,6.962123793,8.402098793,4.101119997
SRSF3,10.07085321,6.743203288,17.70795525,10.77695049,11.89557184,10.76194013,8.815887539,8.2720276,4.955610644
SRSF4,16.00594553,12.39064284,10.07772058,7.005752028,10.82015018,10.34200963,9.444577742,8.995676268,4.917525199
SRSF5,8.857022059,9.115841649,8.271292549,11.25907166,9.886275325,17.08077403,9.576402115,11.90438206,4.048938553
SRSF6,8.208655437,9.337817176,5.913974611,13.69570736,12.84115732,11.80599367,9.592751682,14.87821234,3.725730409
SRSF7,9.261572623,7.957985534,7.767877648,10.50002931,10.95459066,12.15211214,10.04984237,13.22072536,8.135264346
SRSF8,17.83512759,19.95399324,16.56136493,5.403361915,5.609479248,5.635248982,4.507966844,5.195993199,9.297464052
SRSF9,8.756579144,7.628699007,6.406557574,13.04584362,15.4415414,12.85157207,10.2332599,10.08546459,5.550482694
SRXN1,9.441170872,9.831953667,9.498468438,3.886987334,5.018297893,11.97559178,12.1295358,9.469246094,18.74874812
SRY,6.823308912,5.963288991,2.692218911,17.05964311,16.63475576,12.27976793,11.16835079,11.26270395,6.115961637
SSB,16.5391658,17.65111586,18.0485297,4.261302592,5.885801931,8.737501329,5.487528662,3.991454043,9.397600078
SSBP1,3.9303201,4.684784569,8.118898705,14.67435982,13.35116977,11.28317236,11.64138301,15.21948311,7.096428565
SSBP3,12.38957494,18.92491384,25.04866372,7.380941967,3.283163227,3.017775669,5.041115127,11.09157164,3.822279872
SSBP4,8.785615603,10.03255343,7.100708025,14.47132117,20.4454044,6.469540669,8.436887362,10.98085886,3.277110476
SSH1,3.128287481,3.326500945,3.841508066,16.67181806,15.68152572,10.70001076,12.89891775,15.50498471,8.246446514
SSH2,3.9504759,4.299290964,3.778575168,12.70122474,9.519270091,10.60994659,13.29179943,19.36762876,12.48178836
SSH3,9.993645752,10.20509151,8.78098015,10.68545222,8.612050858,8.634938146,9.205077197,11.71507054,12.16769363
SSNA1,4.834421442,4.831265534,5.11260203,17.73372669,18.48216653,11.33527507,10.7445051,12.72571927,4.200318344
SSR1,16.75002771,16.6569004,15.38203907,3.113544566,3.315998221,7.42235204,7.140339104,6.249112612,13.96968628
SSR2,0.502828797,0.340282954,0.315980159,36.44233185,18.61874986,3.558066354,8.53871583,21.12205665,0.56098755
SSR3,2.129281333,1.639422512,1.484438312,19.13020897,14.02325024,20.37986924,14.51209234,15.13155572,1.569881348
SSR4,13.43713152,14.75767431,15.88203812,4.677749164,5.105589498,9.184558966,7.938486413,6.369131718,12.6476403
SSRP1,25.9095248,30.62079108,16.26734609,1.124847714,1.705467702,3.244232837,2.867510331,3.671387241,4.588892198
SSTR2,13.15684744,12.69146519,10.6291207,11.49975092,8.049611479,8.004386543,9.124266847,12.51765823,4.326892643
SSU72,12.51011665,11.72057809,11.33193669,10.53447637,11.27882614,8.677260001,8.990832482,7.323320813,7.632652765
ST13,12.20155381,11.69308894,10.29197109,7.010373334,6.162568978,8.619159795,10.97541345,9.128898793,13.91697181
ST3GAL1,13.11675416,15.27685412,18.93487373,8.382076669,7.254551832,5.795008247,7.198363621,9.19872925,4.842788374
ST3GAL2,11.49415639,10.64415004,9.611846469,10.430566,11.10498254,9.775400431,10.35622883,9.573735941,7.008933367
ST7,5.025247859,5.070575539,4.869172959,18.83979523,12.10160749,10.75107955,12.694325,13.64424211,7.003954255
STAC,2.140021248,1.468436728,2.231250418,11.90321312,10.30933131,11.55986027,16.32964293,23.50773635,10.55050763
STAG1,14.56818612,14.99598806,15.71569395,8.346235135,7.601725724,6.763513704,7.781246118,9.196419877,5.030991313
STAG2,12.5080372,14.44945933,21.49918272,5.758469922,5.872667841,6.710273556,7.479456936,8.922535767,6.799916725
STAM,11.68137233,11.06840894,10.62268711,7.312591537,8.337018633,10.32252035,10.38519536,7.077255145,13.19295059
STAM2,8.220815432,7.893464907,11.26885223,7.796846335,8.498652731,13.11620659,13.76450568,8.810063316,10.63059278
STAMBP,5.352354627,5.621334501,4.388188528,14.2916366,14.9997493,11.5893367,13.02873719,13.26916201,7.459500552
STAMBPL1,4.43652318,3.624513559,3.707485294,19.7123404,15.45454248,11.60507849,12.8336111,12.96912395,5.65678155
STARD10,6.065085059,6.264448578,5.895386419,13.57550168,14.53317373,10.75008241,12.33249309,13.48281941,7.10100963
STARD13,5.40010111,5.621673546,4.658570745,21.40687185,14.5460923,8.337546344,9.976095984,14.12307741,5.929970715
STARD3NL,7.304123279,5.942028372,6.150506473,13.23836765,13.6426573,9.208941784,14.32200773,11.52249849,8.668868926
STARD7,7.503762796,6.295810533,8.397096138,14.22520093,10.75958977,8.136328932,10.31586542,11.2627071,13.10363838
STARD9,10.24885963,10.62177147,8.536084138,8.933628872,8.157868863,13.13501935,10.57085732,9.551124041,10.24478632
STAT1,11.24501359,12.25622876,17.33222435,4.513464988,4.453922293,6.507531541,7.728341834,6.813703697,19.14956896
STAT2,13.66553668,14.66037279,18.16522629,6.756296934,5.605839153,6.552088694,7.020288288,6.478260198,11.09609097
STAT3,8.95980456,8.317093271,7.796520052,7.886822592,8.363700098,12.61624165,11.61512503,10.21788555,14.2268072
STAT5B,11.1237146,11.32082911,11.39776791,8.435783481,8.914404225,12.40110931,9.457786728,7.551551264,9.397053368
STAT6,16.41907081,18.18589928,29.94682962,2.093527158,1.802465029,3.492737089,4.590968781,4.324747269,9.143754962
STAU1,8.095497243,7.849848942,7.414763152,9.99535173,14.8941263,13.49266157,9.620314745,7.810221595,10.82721472
STAU2,7.493701368,6.567418363,5.82644018,9.482364168,12.39427901,16.669457,12.42500115,10.12335853,9.017980221
STBD1,1.352501566,0.977575789,1.076034301,27.86819197,24.17150213,7.310594269,9.413673631,15.93249263,1.897433709
STC2,0.06361379,0.060619175,0.051158309,28.45184933,19.59276198,9.328447508,10.92721881,17.36151056,4.162820525
STEAP3,14.2882185,16.00580279,17.10692039,1.019963443,2.380744579,6.155149838,4.589009327,2.87020838,25.58398276
STIM1,7.218089441,7.548990483,9.213779004,11.75880285,10.52447709,10.36016572,11.34749411,11.50618277,10.52201854
STIM2,6.441756962,7.922777755,10.77835914,12.87455558,12.98853538,9.214811929,9.7764745,12.36914071,7.63358804
STING1,10.19579794,11.39681423,16.00688908,8.749053058,7.902182655,7.962401062,8.550411364,8.343958865,10.89249175
STIP1,13.60583964,10.95201754,14.71780665,5.370181565,6.237549919,9.95258666,8.366807897,7.63524133,13.16196879
STK10,15.09592018,13.76155351,10.19362975,3.973808496,6.840720279,10.67359989,9.480777463,5.67669217,14.30329826
STK11,14.01433765,14.43241255,8.490729915,9.918666886,11.29404913,7.182647881,9.015502218,8.920201544,6.731452233
STK11IP,10.68379317,8.788998404,4.954951875,17.17357084,14.00659757,8.67199798,8.740404651,11.80611391,5.173571603
STK17A,1.764038624,1.864236744,1.737058617,21.3149938,13.41849674,8.080300773,13.86962299,21.13625487,6.814996845
STK17B,16.32851026,20.10060753,21.01836495,1.570181313,3.058704976,4.602519929,6.265217284,5.446600832,11.60929293
STK19,10.24448705,8.668931032,7.609411804,18.59369327,12.48379904,8.211389472,8.860550045,10.95292577,4.374812518
STK24,14.69193518,15.01255853,15.52158018,3.504267152,4.458990689,8.341913838,6.631777956,4.574451602,17.26252487
STK25,9.848392813,12.23063882,11.01414223,4.865445204,6.177195024,13.25856451,10.9076403,6.254018313,15.44396278
STK26,3.019663245,3.780990763,3.259343405,6.983616903,11.3843213,15.6672335,12.50335323,8.055904901,25.34557275
STK3,12.61253965,13.04807487,12.7299721,9.997988115,9.682513686,8.205944379,7.564720219,7.22521065,8.933036326
STK32C,2.307622843,1.765292381,0.976859135,23.97917625,17.43767839,7.70753949,11.20056561,21.82979871,2.795467201
STK35,17.4814678,15.57530556,15.94979506,5.509704914,6.341479595,6.924552019,6.996103262,5.93627351,9.285318284
STK38,5.942247318,6.781730828,6.525802321,11.90563642,12.02547326,13.63372403,14.2419028,12.36427429,6.579208723
STK38L,3.225326906,3.391797924,3.301446833,13.53862392,15.98456115,15.43523875,12.13530171,10.81645052,12.17125228
STK39,17.08474927,7.99287692,15.5557902,5.466354492,7.03627748,6.988305623,6.665356857,3.825446253,19.38484291
STK4,4.1411267,3.615313102,2.886771802,17.98705517,16.01515718,9.611389928,12.66711481,17.90002548,5.176045832
STMN1,6.268849142,5.425519342,4.187460173,14.33194388,26.0287588,9.178089883,8.42695796,14.08284138,2.069579434
STMN2,8.784704786,6.893197461,5.354239493,16.73190809,13.0008948,9.872108327,11.75777056,14.66581525,2.939361234
STN1,15.79417407,13.86829741,9.89494948,3.050087182,7.396501885,7.636648317,8.219973598,5.860629236,18.27873882
STOM,6.000612307,5.754965905,7.875581289,9.909999379,7.252810807,5.958097906,15.17750078,20.64759251,11.42283912
STOML1,6.55060007,6.566554399,8.457215201,10.02736273,8.176834669,12.00605907,15.52512251,12.74695495,9.943296414
STOML2,5.610380038,4.834046759,3.184696921,15.43209048,15.29280819,13.34814761,14.12430108,13.10921266,5.064316262
STON1,14.39873924,18.01887023,17.42635406,5.889926567,5.762939056,6.32139503,7.229896626,8.883683731,6.068195465
STRA6,19.69032213,20.32266997,21.26119555,6.623968382,6.126337267,3.459207966,4.006548699,6.476571237,2.033178802
STRADA,12.92280044,13.09467935,11.78370732,4.161727704,5.122082024,11.21416214,10.82764837,6.792067495,14.08112516
STRADB,5.519249895,6.267904898,6.332986631,13.92682459,8.401887752,10.30109383,13.65824043,16.22647538,9.365336594
STRAP,11.65618575,10.50799765,13.79974976,6.43829866,6.467836947,9.695402444,8.777461745,7.08605224,15.57101481
STRIP1,5.654768572,6.010573948,7.774109111,13.89882335,11.06982301,9.931388335,11.85631631,16.81406962,6.990127744
STRN,11.52472435,10.60686927,9.962404922,11.98686301,11.7438797,6.903974436,8.134907881,9.677098739,9.459277684
STRN3,9.01897186,8.32513187,7.553770454,9.499781146,10.48138885,11.98533094,11.3961024,10.27952489,11.45999758
STRN4,8.526380651,8.96624375,9.235444246,9.854531657,9.815976652,11.25328966,11.04769355,10.92092686,10.37951298
STS,4.638623933,4.817778695,4.048012834,19.71504767,14.36448833,10.94554298,9.855244513,17.53166121,4.08359984
STT3A,15.33420549,16.62190753,23.05084659,4.679900334,3.539526502,4.087183557,4.601356183,5.307786584,12.77728724
STT3B,13.41257411,14.06815066,19.16379259,3.414349553,3.394179999,5.883056432,5.146761834,4.799283873,20.71785095
STUB1,5.164434556,4.884650862,5.714546635,15.24120881,13.40208789,10.646568,12.5100403,13.18943838,9.247024564
STX10,11.20785496,10.08647638,11.83024467,7.853544185,7.610819217,9.650453246,11.29516829,9.778011089,10.68742797
STX11,4.155052256,4.135810481,4.006320932,13.62705519,11.21996202,18.53143738,13.17528439,16.43811208,4.710965271
STX12,13.43967023,13.78358771,13.51228511,3.857362536,3.606349328,5.675894569,5.893506483,4.925478448,25.30586558
STX16,6.873796395,6.66565615,6.801818094,13.6141052,14.33547182,10.29711024,9.97724586,12.15483104,9.279965198
STX17,8.707081764,7.844644289,8.019741923,6.489717698,11.49221881,12.83436944,12.07140393,9.673010771,12.86781138
STX18,9.332800624,9.844760731,12.16242877,6.012022072,8.33059397,11.63966226,9.636320168,9.819763827,13.22164758
STX1A,5.550241229,6.142304591,5.377354803,9.428698117,5.146544583,11.45312842,17.73745289,14.90175122,14.26252414
STX1B,10.42784783,10.30262914,9.361941811,10.27902131,7.97035212,9.232457566,9.699332438,10.99856919,11.7278486
STX2,5.641906902,6.966450589,9.161147885,12.1724677,11.46887673,11.46106763,12.25917879,13.38680928,7.482094502
STX3,5.17896814,6.349714993,11.15285004,6.872645094,5.428622828,14.07520218,15.74611221,10.66902056,14.52686395
STX4,14.38981598,12.04040115,5.10045497,7.658621204,9.386332294,8.70905768,9.784725599,9.728967765,13.20162336
STX5,17.36845981,7.392697916,22.48807471,5.709128912,4.705407595,5.37394669,6.131272644,6.762859583,14.06815214
STX6,6.141554708,6.314306068,6.287174423,14.04294821,13.12917548,7.886574668,10.69572721,12.81049088,12.69204835
STX7,7.252883286,6.348232489,6.320144578,3.078913078,17.18312352,13.02623496,13.94351781,15.88962689,6.957323388
STX8,5.26132278,4.623564889,3.662387037,15.50461195,14.90894996,11.55222628,11.89684928,17.30694281,5.283145008
STXBP1,7.576304524,7.693838993,8.604649978,9.351199438,8.495403244,12.71098593,13.06534494,11.45631799,11.04595497
STXBP2,2.365048996,2.452901455,3.109904992,14.54586133,12.19985342,9.543672262,14.71555015,19.80363194,11.26357547
STXBP3,10.29774412,11.51498057,11.63555211,10.61873548,8.119161984,8.116544374,9.53426289,11.74278603,8.42023245
STXBP4,9.204320463,8.903718245,8.347320389,9.649297602,10.14590755,13.10644971,11.78279557,9.368889138,9.49130133
STXBP5,10.71015263,9.445105018,8.242862677,8.693431421,12.56310411,11.91309057,12.6433853,7.981798399,7.807069876
STXBP6,16.86818307,17.19103724,16.57029807,3.30792221,3.995335333,7.688800872,8.732660597,7.545522588,8.100240025
STYX,7.713708073,14.11180077,23.52817076,5.542557374,3.742309092,5.936785607,7.378285288,9.530749889,12.51563315
SUB1,8.112745738,7.348239567,7.541102274,8.864106411,15.16303708,17.39953758,10.54677954,8.432373924,6.592077881
SUCLA2,14.0610446,11.06541495,13.01643103,4.174648171,5.648402129,12.47787531,10.2964381,6.529262472,12.73048324
SUCLG1,12.4588933,11.3485897,12.01264349,6.350174517,8.584963367,11.49642643,8.852370016,6.301068035,12.59487114
SUCLG2,10.33519593,10.19211851,10.15486056,8.089437477,7.807091319,10.06613549,12.08408632,9.234889396,12.036185
SUCO,3.348415211,2.532585105,3.367057676,14.62048316,15.21867441,15.99456687,15.87192269,13.7639496,5.282345265
SUDS3,15.77050221,15.53726711,17.22747454,6.819331397,6.76102209,5.869358943,6.791658252,8.734635518,6.488749945
SUFU,8.496499001,7.934526227,8.858298388,11.8119514,9.703041442,9.982058497,11.20204673,13.46842244,8.543155875
SUGCT,17.9231492,18.99582545,18.54651575,1.671579919,1.543371555,2.543544456,3.772830727,2.079955742,22.9232272
SUGP1,13.63403407,13.28828328,14.96015217,6.387102135,8.011024053,9.883167482,7.787227383,7.120639969,8.928369456
SUGP2,11.53901174,10.33867888,10.2954359,9.847019075,10.91078326,11.63205468,9.657962702,8.32141078,7.457642986
SUGT1,8.222189839,8.79779753,12.24205427,10.72958207,10.76988573,9.722752666,9.953664433,10.79994926,8.762124214
SULT1A1,18.80079161,17.97497184,18.55651221,0.346204041,0.905346522,5.636045729,6.826471618,6.157084509,14.79657192
SULT1C4,9.875006371,8.344553028,7.016384742,12.43079215,10.05781439,8.766229579,11.82797659,14.91050163,6.770741521
SUMF2,8.741414066,9.040572767,5.822873349,15.75471023,12.72763959,9.130680534,9.357036996,12.11277158,7.312300888
SUMO1,9.722226416,9.298580197,7.303305556,11.91069376,10.89804751,11.46496155,11.23980797,12.40788549,5.754491559
SUMO2,18.61081959,22.79609196,20.48683209,0.945509625,2.177156888,6.666606059,4.431758868,2.795109618,11.0901153
SUMO3,16.81043803,18.10438294,22.50137883,0.757728903,2.014442114,6.786636189,5.188583029,3.934516178,13.90189378
SUN1,14.59693242,14.01736825,13.18826704,4.150243187,4.573061722,9.792500513,8.954849719,9.300248805,11.42652834
SUN2,13.58207937,13.64715786,10.2607011,11.14784691,9.618788582,10.58453426,7.787770023,7.935399652,5.435722244
SUOX,9.994216901,10.87832724,12.63159456,9.251482304,7.898917818,7.597608356,8.642074515,10.52107606,12.58470225
SUPT16H,18.34331951,21.40055089,26.64102161,1.59659861,1.825117802,6.700682892,4.74233142,4.653414495,4.096962769
SUPT20H,12.52925096,13.12283725,14.13590912,7.492724527,6.852212733,7.088577243,8.477621564,9.877907362,10.42295924
SUPT3H,9.078386137,13.87446056,35.57922856,2.069929572,3.614017965,5.017182035,5.567039152,9.042599073,6.157156949
SUPT4H1,13.46874988,12.10673692,11.40462569,8.161405845,10.83195633,8.865476968,8.620191311,7.120519925,9.420337137
SUPT5H,9.901607999,10.32853298,11.3467834,10.20208052,10.17060435,11.54956379,8.469938358,9.491444109,8.539444502
SUPT6H,10.70980868,11.0823859,9.868637454,13.28109322,8.986318216,8.893737113,8.867005103,11.13216999,7.178844326
SUPT7L,5.812252917,5.389762709,4.128353091,22.11035585,16.91381449,9.96071325,9.397559445,13.13449678,3.152691471
SUPV3L1,8.339408288,9.274022642,14.09809963,11.26461191,8.944155838,4.190451229,8.476106483,13.53366757,11.8794764
SURF1,6.237627474,5.962231997,5.734649687,13.44237342,10.42098954,11.78482337,13.62434371,13.28547784,9.507482949
SURF2,16.86284907,16.05376779,14.46752889,4.672477561,4.271019137,6.69375788,7.546302048,9.938859757,9.49343786
SURF4,14.86620587,16.93443018,9.660593141,6.55057198,7.520951717,7.478281163,7.478460699,6.059089855,13.45141539
SURF6,4.813166388,5.522484211,4.107182729,21.69387332,22.00040382,6.699784777,8.367508499,13.48722845,3.308367808
SUZ12,3.713571858,4.230253695,3.442044308,23.95916733,12.79804973,6.423056121,10.62720806,21.74019626,3.066452637
SV2A,8.060145202,8.269310856,8.456569887,21.52065142,14.39446299,8.313877453,7.401082218,9.235595027,4.348304948
SVBP,12.92191059,12.33063183,10.95803489,5.42612662,15.03858919,7.768654919,9.299224958,11.31086396,4.945963041
SVEP1,8.200744468,10.38428921,9.243239121,8.951490952,8.23601137,11.42625605,15.99223609,9.430353462,8.135379272
SVIL,7.116163315,6.938369545,6.554140808,12.20451742,16.22899003,9.077122764,10.86336876,16.21880073,4.798526614
SVIP,8.272473038,8.170073168,6.35738654,10.15538763,16.78595821,13.29548283,10.04807433,10.56648756,6.348676704
SWAP70,10.07602144,8.933404563,13.82935106,10.29650266,10.02191522,8.393675867,8.593476173,10.10799895,9.747654082
SYAP1,9.221042189,9.643556357,11.41950698,9.32239754,8.448430849,7.977675633,8.500981917,7.588161441,17.8782471
SYDE1,8.332160573,9.854631366,10.16179968,11.55265625,11.12677812,7.929825945,8.095114726,9.974200383,12.97283296
SYDE2,3.33859859,3.628101267,3.244702192,16.47149983,15.79756162,12.52050365,13.80435801,14.79802832,6.396646511
SYF2,5.841448395,7.867725136,9.674771917,12.18131525,15.63351425,8.580899824,9.70334823,12.77036401,7.746612984
SYMPK,11.58555768,13.2655761,18.87702973,7.424612905,6.335316668,7.684452192,7.320074395,8.056804812,9.450575508
SYNC,4.54574072,4.570037685,3.929031931,15.56793723,16.58698688,9.609609145,13.09657153,15.82687727,6.267207612
SYNCRIP,16.38752599,16.83280573,19.74167723,3.855343481,4.274707187,5.57645152,4.653859708,4.219901113,14.45772804
SYNE1,7.086739857,6.336774922,8.901745116,11.17595813,10.68658867,13.12098051,10.54388521,9.604832014,12.54249556
SYNE2,16.88395244,19.35448796,21.49269924,4.52039883,4.585349122,5.802209167,6.010504235,6.400076503,4.950322499
SYNE3,20.1506837,20.71295615,21.95219957,3.988978669,3.901585806,4.902975559,4.832113592,5.847944339,3.710562614
SYNGR1,11.7919234,16.73246012,25.41582491,4.242820565,2.68110943,5.182386942,6.069389904,6.285527814,11.59855692
SYNGR2,2.879634894,3.085661494,4.904132416,16.45482477,11.45668798,11.20198441,14.74997065,15.32353839,9.943565008
SYNGR3,7.580572428,7.980343026,7.46063735,20.09561344,14.78464131,9.041655231,7.957285946,10.51553746,4.583713812
SYNJ1,7.337864797,7.575856425,7.519956839,15.55240617,12.97478062,8.665450917,9.843724267,12.98647904,7.543480926
SYNJ2,10.64172796,12.43767486,14.52783525,8.694714592,8.398697494,7.404723888,8.078619205,10.883606,8.932400737
SYNJ2BP,11.97323138,11.71637253,12.24981866,6.518236183,6.812994526,8.224576016,9.551501599,8.628440439,14.32482867
SYNM,10.48619988,10.16592734,9.029008048,14.39259419,13.60340698,9.131528054,8.371401949,9.735944652,5.083988908
SYNPO,3.240477517,3.060404357,2.67970981,19.04849039,19.35930576,9.024348966,11.63065227,14.53067904,7.425931886
